discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Omar VISINTIN,Italy,IT,ITA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Michela MOIOLI,Italy,IT,ITA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Eliot GRONDIN,Canada,CA,CAN
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Meryeta ODINE,Canada,CA,CAN
Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,Meryeta ODINE,Canada,CA,CAN
Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,Chloe TRESPEUCH,France,FR,FRA
Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,Lindsey JACOBELLIS,United States of America,US,USA
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,Tim MASTNAK,Slovenia,SI,SLO
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,Benjamin KARL,Austria,AT,AUT
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,Vic WILD,ROC,ROC,ROC
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,Kokomo MURASE,Japan,JP,JPN
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,Anna GASSER,Austria,AT,AUT
Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,Omar VISINTIN,Italy,IT,ITA
Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,Eliot GRONDIN,Canada,CA,CAN
Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,Alessandro HAEMMERLE,Austria,AT,AUT
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,Max PARROT,Canada,CA,CAN
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,Yiming SU,People's Republic of China,CN,CHN
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,Mark MCMORRIS,Canada,CA,CAN
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,Jan SCHERRER,Switzerland,CH,SUI
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,Ayumu HIRANO,Japan,JP,JPN
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,Scotty JAMES,Australia,AU,AUS
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,Tess COADY,Australia,AU,AUS
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,Julia MARINO,United States of America,US,USA
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,Daniela ULBING,Austria,AT,AUT
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,Ester LEDECKA,Czech Republic,CZ,CZE
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,Gloria KOTNIK,Slovenia,SI,SLO
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,Mons ROISLAND,Norway,NO,NOR
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,Yiming SU,People's Republic of China,CN,CHN
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,Max PARROT,Canada,CA,CAN
Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,,Austria,AT,AUT
Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,,Germany,DE,GER
Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,Marius LINDVIK,Norway,NO,NOR
Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,Ryoyu KOBAYASHI,Japan,JP,JPN
Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,Karl GEIGER,Germany,DE,GER
Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,,ROC,ROC,ROC
Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,,Canada,CA,CAN
Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,Katharina ALTHAUS,Germany,DE,GER
Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,Ursa BOGATAJ,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,Nika KRIZNAR,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,Dawid KUBACKI,Poland,PL,POL
Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,Manuel FETTNER,Austria,AT,AUT
Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,Ryoyu KOBAYASHI,Japan,JP,JPN
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Mark KONDRATIUK,ROC,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Kamila VALIEVA,ROC,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,,United States of America,US,USA
Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,,Japan,JP,JPN
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,Wenjing SUI,People's Republic of China,CN,CHN
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,Cong HAN,People's Republic of China,CN,CHN
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Evgenia TARASOVA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Vladimir MOROZOV,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,Anastasia MISHINA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,Aleksandr GALLIAMOV,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,Gabriella PAPADAKIS,France,FR,FRA
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,Guillaume CIZERON,France,FR,FRA
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Victoria SINITSINA,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Nikita KATSALAPOV,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,Madison HUBBELL,United States of America,US,USA
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,Zachary DONOHUE,United States of America,US,USA
Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,Anna SHCHERBAKOVA,ROC,ROC,ROC
Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,Alexandra Trusova,ROC,ROC,ROC
Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,Kaori SAKAMOTO,Japan,JP,JPN
Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,Shoma UNO,Japan,JP,JPN
Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,Nathan CHEN,United States of America,US,USA
Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,Yuma KAGIYAMA,Japan,JP,JPN
Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,,Germany,DE,GER
Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,,Austria,AT,AUT
Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,,Latvia,LV,LAT
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Tobias WENDL,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Tobias ARLT,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Toni EGGERT,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Sascha BENECKEN,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Thomas STEU,Austria,AT,AUT
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Lorenz KOLLER,Austria,AT,AUT
Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,Wolfgang KINDL,Austria,AT,AUT
Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,Johannes LUDWIG,Germany,DE,GER
Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,Dominik FISCHNALLER,Italy,IT,ITA
Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,Anna BERREITER,Germany,DE,GER
Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,Tatyana IVANOVA,ROC,ROC,ROC
Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,Natalie GEISENBERGER,Germany,DE,GER
Ice Hockey,beijing-2022,Men,Men,GOLD,GameTeam,,Finland,FI,FIN
Ice Hockey,beijing-2022,Men,Men,SILVER,GameTeam,,ROC,ROC,ROC
Ice Hockey,beijing-2022,Men,Men,BRONZE,GameTeam,,Slovakia,SK,SVK
Ice Hockey,beijing-2022,Women,Women,GOLD,GameTeam,,Canada,CA,CAN
Ice Hockey,beijing-2022,Women,Women,SILVER,GameTeam,,United States of America,US,USA
Ice Hockey,beijing-2022,Women,Women,BRONZE,GameTeam,,Finland,FI,FIN
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,Quentin FILLON MAILLET,France,FR,FRA
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,Tarjei BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,BRONZE,Athlete,Eduard LATYPOV,ROC,ROC,ROC
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,,Norway,NO,NOR
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,,France,FR,FRA
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,,ROC,ROC,ROC
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,SILVER,Athlete,Tiril ECKHOFF,Norway,NO,NOR
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,GOLD,Athlete,Justine BRAISAZ,France,FR,FRA
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,BRONZE,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Biathlon,beijing-2022,Women's 10km Pursuit,Women,SILVER,Athlete,Elvira OEBERG,Sweden,SE,SWE
Biathlon,beijing-2022,Women's 10km Pursuit,Women,BRONZE,Athlete,Tiril ECKHOFF,Norway,NO,NOR
Biathlon,beijing-2022,Women's 10km Pursuit,Women,GOLD,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Biathlon,beijing-2022,Men's 10km Sprint,Men,SILVER,Athlete,Quentin FILLON MAILLET,France,FR,FRA
Biathlon,beijing-2022,Men's 10km Sprint,Men,GOLD,Athlete,Johannes Thingnes BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 10km Sprint,Men,BRONZE,Athlete,Tarjei BOE,Norway,NO,NOR
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,SILVER,Athlete,Elvira OEBERG,Sweden,SE,SWE
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,GOLD,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,BRONZE,Athlete,Dorothea WIERER,Italy,IT,ITA
Biathlon,beijing-2022,Women's 4x6km Relay,Women,GOLD,GameTeam,,Sweden,SE,SWE
Biathlon,beijing-2022,Women's 4x6km Relay,Women,SILVER,GameTeam,,ROC,ROC,ROC
Biathlon,beijing-2022,Women's 4x6km Relay,Women,BRONZE,GameTeam,,Germany,DE,GER
Biathlon,beijing-2022,Men's 15km Mass Start,Men,SILVER,Athlete,Martin PONSILUOMA,Sweden,SE,SWE
Biathlon,beijing-2022,Men's 15km Mass Start,Men,BRONZE,Athlete,Vetle Sjaastad CHRISTIANSEN,Norway,NO,NOR
Biathlon,beijing-2022,Men's 15km Mass Start,Men,GOLD,Athlete,Johannes Thingnes BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 20km Individual,Men,BRONZE,Athlete,Johannes Thingnes BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 20km Individual,Men,SILVER,Athlete,Anton SMOLSKI,Belarus,BY,BLR
Biathlon,beijing-2022,Men's 20km Individual,Men,GOLD,Athlete,Quentin FILLON MAILLET,France,FR,FRA
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,GOLD,GameTeam,,Norway,NO,NOR
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,SILVER,GameTeam,,France,FR,FRA
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,BRONZE,GameTeam,,ROC,ROC,ROC
Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,Denise HERRMANN,Germany,DE,GER
Biathlon,beijing-2022,Women's 15km Individual,Women,SILVER,Athlete,Anais CHEVALIER,France,FR,FRA
Biathlon,beijing-2022,Women's 15km Individual,Women,BRONZE,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Slalom,Men,GOLD,Athlete,Clement NOEL,France,FR,FRA
Alpine Skiing,beijing-2022,Men's Slalom,Men,SILVER,Athlete,Johannes STROLZ,Austria,AT,AUT
Alpine Skiing,beijing-2022,Men's Slalom,Men,BRONZE,Athlete,Sebastian FOSS-SOLEVAAG,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Downhill,Men,GOLD,Athlete,Beat FEUZ,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Men's Downhill,Men,SILVER,Athlete,Johan CLAREY,France,FR,FRA
Alpine Skiing,beijing-2022,Men's Downhill,Men,BRONZE,Athlete,Matthias MAYER,Austria,AT,AUT
Alpine Skiing,beijing-2022,Women's Super-G,Women,SILVER,Athlete,Mirjam PUCHNER,Austria,AT,AUT
Alpine Skiing,beijing-2022,Women's Super-G,Women,BRONZE,Athlete,Michelle GISIN,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Super-G,Women,GOLD,Athlete,Lara GUT - BEHRAMI,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Men's Super-G,Men,GOLD,Athlete,Matthias MAYER,Austria,AT,AUT
Alpine Skiing,beijing-2022,Men's Super-G,Men,BRONZE,Athlete,Aleksander Aamodt KILDE,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Super-G,Men,SILVER,Athlete,Ryan COCHRAN-SIEGLE,United States of America,US,USA
Alpine Skiing,beijing-2022,Women's Downhill,Women,GOLD,Athlete,Corinne SUTER,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Downhill,Women,SILVER,Athlete,Sofia GOGGIA,Italy,IT,ITA
Alpine Skiing,beijing-2022,Women's Downhill,Women,BRONZE,Athlete,Nadia DELAGO,Italy,IT,ITA
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,GOLD,GameTeam,,Austria,AT,AUT
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,SILVER,GameTeam,,Germany,DE,GER
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,BRONZE,GameTeam,,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,BRONZE,Athlete,James CRAWFORD,Canada,CA,CAN
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,GOLD,Athlete,Johannes STROLZ,Austria,AT,AUT
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,SILVER,Athlete,Aleksander Aamodt KILDE,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,BRONZE,Athlete,Mathieu FAIVRE,France,FR,FRA
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,SILVER,Athlete,Zan KRANJEC,Slovenia,SI,SLO
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,GOLD,Athlete,Marco ODERMATT,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,SILVER,Athlete,Federica BRIGNONE,Italy,IT,ITA
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,BRONZE,Athlete,Lara GUT - BEHRAMI,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,GOLD,Athlete,Sara HECTOR,Sweden,SE,SWE
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,BRONZE,Athlete,Federica BRIGNONE,Italy,IT,ITA
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,SILVER,Athlete,Wendy HOLDENER,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,GOLD,Athlete,Michelle GISIN,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Slalom,Women,GOLD,Athlete,Petra VLHOVA,Slovakia,SK,SVK
Alpine Skiing,beijing-2022,Women's Slalom,Women,BRONZE,Athlete,Wendy HOLDENER,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Slalom,Women,SILVER,Athlete,Katharina LIENSBERGER,Austria,AT,AUT
Skeleton,beijing-2022,Women,Women,SILVER,Athlete,Jackie NARRACOTT,Australia,AU,AUS
Skeleton,beijing-2022,Women,Women,GOLD,Athlete,Hannah NEISE,Germany,DE,GER
Skeleton,beijing-2022,Women,Women,BRONZE,Athlete,Kimberley BOS,Netherlands,NL,NED
Skeleton,beijing-2022,Men,Men,SILVER,Athlete,Axel JUNGK,Germany,DE,GER
Skeleton,beijing-2022,Men,Men,BRONZE,Athlete,Wengang YAN,People's Republic of China,CN,CHN
Skeleton,beijing-2022,Men,Men,GOLD,Athlete,Christopher GROTHEER,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,SILVER,Athlete,Maja DAHLQVIST,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,BRONZE,Athlete,Jessica DIGGINS,United States of America,US,USA
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,GOLD,Athlete,Jonna SUNDLING,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Katharina HENNIG,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Victoria CARL,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Maja DAHLQVIST,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Jonna SUNDLING,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,Yulia STUPAK,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,Natalia NEPRYAEVA,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Erik VALNES,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Joni MAEKI,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,Alexander TERENTEV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,SILVER,Athlete,Denis SPITSOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,BRONZE,Athlete,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,GOLD,GameTeam,,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,SILVER,GameTeam,,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,BRONZE,GameTeam,,France,FR,FRA
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,BRONZE,Athlete,Teresa STADLOBER,Austria,AT,AUT
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,SILVER,Athlete,Natalia NEPRYAEVA,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,GOLD,Athlete,Therese JOHAUG,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,SILVER,Athlete,Jessica DIGGINS,United States of America,US,USA
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,BRONZE,Athlete,Kerttu NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,GOLD,Athlete,Therese JOHAUG,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,GOLD,Athlete,Therese JOHAUG,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,SILVER,Athlete,Kerttu NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,BRONZE,Athlete,Krista PARMAKOSKI,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,SILVER,Athlete,Ivan YAKIMUSHKIN,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,BRONZE,Athlete,Simen Hegstad KRUEGER,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,GOLD,Athlete,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,BRONZE,Athlete,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,SILVER,Athlete,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,GOLD,GameTeam,,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,SILVER,GameTeam,,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,BRONZE,GameTeam,,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,SILVER,Athlete,Federico PELLEGRINO,Italy,IT,ITA
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,BRONZE,Athlete,Alexander TERENTEV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,GOLD,Athlete,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Speed skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,Min Seok KIM,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,Kjeld NUIS,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,Thomas KROL,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,Jutta LEERDAM,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,Miho TAKAGI,Japan,JP,JPN
Speed skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,Brittany BOWE,United States of America,US,USA
Speed skating,beijing-2022,Women's Team Pursuit,Women,GOLD,GameTeam,,Canada,CA,CAN
Speed skating,beijing-2022,Women's Team Pursuit,Women,SILVER,GameTeam,,Japan,JP,JPN
Speed skating,beijing-2022,Women's Team Pursuit,Women,BRONZE,GameTeam,,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,Laurent DUBREUIL,Canada,CA,CAN
Speed skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,Havard LORENTZEN,Norway,NO,NOR
Speed skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,Thomas KROL,Netherlands,NL,NED
Speed skating,beijing-2022,Women's Mass Start,Women,BRONZE,Athlete,Francesca LOLLOBRIGIDA,Italy,IT,ITA
Speed skating,beijing-2022,Women's Mass Start,Women,SILVER,Athlete,Ivanie BLONDIN,Canada,CA,CAN
Speed skating,beijing-2022,Women's Mass Start,Women,GOLD,Athlete,Irene SCHOUTEN,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 5000m,Men,SILVER,Athlete,Patrick ROEST,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 5000m,Men,GOLD,Athlete,Nils VAN DER POEL,Sweden,SE,SWE
Speed skating,beijing-2022,Men's 5000m,Men,BRONZE,Athlete,Hallgeir ENGEBRAATEN,Norway,NO,NOR
Speed skating,beijing-2022,Women's 5000m,Women,BRONZE,Athlete,Martina SABLIKOVA,Czech Republic,CZ,CZE
Speed skating,beijing-2022,Women's 5000m,Women,SILVER,Athlete,Isabelle WEIDEMANN,Canada,CA,CAN
Speed skating,beijing-2022,Women's 5000m,Women,GOLD,Athlete,Irene SCHOUTEN,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 3000m,Women,BRONZE,Athlete,Isabelle WEIDEMANN,Canada,CA,CAN
Speed skating,beijing-2022,Women's 3000m,Women,SILVER,Athlete,Francesca LOLLOBRIGIDA,Italy,IT,ITA
Speed skating,beijing-2022,Women's 3000m,Women,GOLD,Athlete,Irene SCHOUTEN,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 10000m,Men,BRONZE,Athlete,Davide GHIOTTO,Italy,IT,ITA
Speed skating,beijing-2022,Men's 10000m,Men,GOLD,Athlete,Nils VAN DER POEL,Sweden,SE,SWE
Speed skating,beijing-2022,Men's 10000m,Men,SILVER,Athlete,Patrick ROEST,Netherlands,NL,NED
Speed skating,beijing-2022,Men's Mass Start,Men,SILVER,Athlete,Jaewon CHUNG,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's Mass Start,Men,GOLD,Athlete,Bart SWINGS,Belgium,BE,BEL
Speed skating,beijing-2022,Men's Mass Start,Men,BRONZE,Athlete,Seung Hoon LEE,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's Team Pursuit,Men,GOLD,GameTeam,,Norway,NO,NOR
Speed skating,beijing-2022,Men's Team Pursuit,Men,SILVER,GameTeam,,ROC,ROC,ROC
